budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,movie_id,cast,crew,Profit,overview_2
40000000,"['Adventure', 'Comedy', 'Science Fiction']",http://paulthemovie.co.uk/,39513,"['san diego', 'area 51', 'alien space craft', 'hit with a chair', 'shot in the knee', 'duringcreditsstinger', '1980s']",en,Paul,"['For', 'the', 'past', '60', 'years,', 'a', 'space-traveling', 'smart-ass', 'named', 'Paul', 'has', 'been', 'locked', 'up', 'in', 'a', 'top-secret', 'military', 'base,', 'advising', 'world', 'leaders', 'about', 'his', 'kind.', 'But', 'when', 'he', 'worries', 'he’s', 'outlived', 'his', 'usefulness', 'and', 'the', 'dissection', 'table', 'is', 'drawing', 'uncomfortably', 'close,', 'Paul', 'escapes', 'on', 'the', 'first', 'RV', 'that', 'passes', 'by', 'his', 'compound', 'in', 'Area', '51.', 'Fortunately,', 'it', 'contains', 'the', 'two', 'earthlings', 'who', 'are', 'most', 'likely', 'to', 'rescue', 'and', 'harbor', 'an', 'alien', 'on', 'the', 'run.']",43.151268,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Big Talk Productions"", ""id"": 443}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Working Title Films"", ""id"": 10163}]","['United States of America', 'United Kingdom']",2011,97552050,1 h 44 min,['English'],Released: 2011,Who's up for a close encounter?,Paul,6.5,1789,39513,"['Seth Rogen', 'Simon Pegg', 'Nick Frost']",['Greg Mottola'],57552050,"For the past 60 years, a space-traveling smart-ass named Paul has been locked up in a top-secret military base, advising world leaders about his kind. But when he worries he’s outlived his usefulness and the dissection table is drawing uncomfortably close, Paul escapes on the first RV that passes by his compound in Area 51. Fortunately, it contains the two earthlings who are most likely to rescue and harbor an alien on the run."
40000000,"['Horror', 'Mystery']",http://www.scream-4.com/,41446,"['sheriff', 'book', 'knife', 'horror', 'rescue', 'author', 'masked killer', 'hospital', 'corpse']",en,Scream 4,"['Sidney', 'Prescott,', 'now', 'the', 'author', 'of', 'a', 'self-help', 'book,', 'returns', 'home', 'to', 'Woodsboro', 'on', 'the', 'last', 'stop', 'of', 'her', 'book', 'tour.', 'There', 'she', 'reconnects', 'with', 'Sheriff', 'Dewey', 'and', 'Gale,', 'who', 'are', 'now', 'married,', 'as', 'well', 'as', 'her', 'cousin', 'Jill', 'and', 'her', 'Aunt', 'Kate.', 'Unfortunately,', ""Sidney's"", 'appearance', 'also', 'brings', 'about', 'the', 'return', 'of', 'Ghostface,', 'putting', 'Sidney,', 'Gale,', 'and', 'Dewey,', 'along', 'with', 'Jill,', 'her', 'friends,', 'and', 'the', 'whole', 'town', 'of', 'Woodsboro', 'in', 'danger.']",35.21926,"[{""name"": ""Dimension Films"", ""id"": 7405}]",['United States of America'],2011,97138686,1 h 51 min,['English'],Released: 2011,New Decade. New Rules.,Scream 4,6.1,902,41446,"['David Arquette', 'Neve Campbell', 'Courteney Cox']",['Wes Craven'],57138686,"Sidney Prescott, now the author of a self-help book, returns home to Woodsboro on the last stop of her book tour. There she reconnects with Sheriff Dewey and Gale, who are now married, as well as her cousin Jill and her Aunt Kate. Unfortunately, Sidney's appearance also brings about the return of Ghostface, putting Sidney, Gale, and Dewey, along with Jill, her friends, and the whole town of Woodsboro in danger."
47000000,"['Horror', 'Mystery']",http://finaldestinationmovie.warnerbros.com/index.html,55779,"['premonition', 'death by accident', 'crash', 'end is here', 'duringcreditsstinger', '3d']",en,Final Destination 5,"['In', 'this', 'fifth', 'installment,', 'Death', 'is', 'just', 'as', 'omnipresent', 'as', 'ever,', 'and', 'is', 'unleashed', 'after', 'one', 'man’s', 'premonition', 'saves', 'a', 'group', 'of', 'coworkers', 'from', 'a', 'terrifying', 'suspension', 'bridge', 'collapse.', 'But', 'this', 'group', 'of', 'unsuspecting', 'souls', 'was', 'never', 'supposed', 'to', 'survive,', 'and,', 'in', 'a', 'terrifying', 'race', 'against', 'time,', 'the', 'ill-fated', 'group', 'frantically', 'tries', 'to', 'discover', 'a', 'way', 'to', 'escape', 'Death’s', 'sinister', 'agenda.']",38.555482,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Practical Pictures"", ""id"": 48788}, {""name"": ""Parallel Zide"", ""id"": 48792}]",['United States of America'],2011,157887643,1 h 32 min,"['English', '广州话 / 廣州話']",Released: 2011,We all share a common destination.,Final Destination 5,5.9,866,55779,"['Emma Bell', ""Nicholas D'Agosto"", 'Miles Fisher']",['Steven Quale'],110887643,"In this fifth installment, Death is just as omnipresent as ever, and is unleashed after one man’s premonition saves a group of coworkers from a terrifying suspension bridge collapse. But this group of unsuspecting souls was never supposed to survive, and, in a terrifying race against time, the ill-fated group frantically tries to discover a way to escape Death’s sinister agenda."
40000000,['Comedy'],http://www.drillbittaylor.com/,8457,"['prison', 'jealousy', 'homeless person', 'beach', 'parents kids relationship', 'fight', 'bodyguard', 'protection', 'nerd', 'high school', 'substitute teacher', 'campus', 'teacher', 'principal', 'celebration', 'school bus', 'aftercreditsstinger', 'school life', 'teachers and students']",en,Drillbit Taylor,"['Three', 'kids', 'hire', 'a', 'low-budget', 'bodyguard', 'to', 'protect', 'them', 'from', 'the', 'playground', 'bully,', 'not', 'realising', 'he', 'is', 'just', 'a', 'homeless', 'beggar', 'and', 'petty', 'thief', 'looking', 'for', 'some', 'easy', 'cash.']",15.055732,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Apatow Productions"", ""id"": 10105}]",['United States of America'],2008,0,1 h 42 min,['English'],Released: 2008,You get what you pay for,Drillbit Taylor,5.5,275,8457,"['Owen Wilson', 'Leslie Mann', 'Josh Peck']",['Steven Brill'],-40000000,"Three kids hire a low-budget bodyguard to protect them from the playground bully, not realising he is just a homeless beggar and petty thief looking for some easy cash."
40000000,['Drama'],http://extremelyloudandincrediblyclose.warnerbros.com/,64685,"['based on novel', 'autism', 'key', 'scavenger hunt', 'death of father', 'young boy', 'new york city', 'tambourine', 'lock', 'grieving', 'post 9/11']",en,Extremely Loud & Incredibly Close,"['A', 'year', 'after', 'his', ""father's"", 'death,', 'Oskar,', 'a', 'troubled', 'young', 'boy,', 'discovers', 'a', 'mysterious', 'key', 'he', 'believes', 'was', 'left', 'for', 'him', 'by', 'his', 'father', 'and', 'embarks', 'on', 'a', 'scavenger', 'hunt', 'to', 'find', 'the', 'matching', 'lock.']",31.066874,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Scott Rudin Productions"", ""id"": 258}, {""name"": ""Warner Bros."", ""id"": 6194}]",['United States of America'],2011,55247881,2 h 9 min,['English'],Released: 2011,"This is not a story about September 11th, it's a story about every day after.",Extremely Loud & Incredibly Close,6.9,708,64685,"['Thomas Horn', 'Tom Hanks', 'Sandra Bullock']",['Stephen Daldry'],15247881,"A year after his father's death, Oskar, a troubled young boy, discovers a mysterious key he believes was left for him by his father and embarks on a scavenger hunt to find the matching lock."
40000000,"['Comedy', 'Drama', 'Romance']",http://www.morningglorymovie.com/,38357,"['work ethic', 'tv morning show', 'tv reporter']",en,Morning Glory,"['A', 'young', 'and', 'devoted', 'morning', 'television', 'producer', 'is', 'hired', 'as', 'an', 'executive', 'producer', 'on', 'a', 'long-running', 'morning', 'show', 'at', 'a', 'once-prominent', 'but', 'currently', 'failing', 'station', 'in', 'New', 'York', 'City.', 'Eager', 'to', 'keep', 'the', 'show', 'on', 'air,', 'she', 'recruits', 'a', 'former', 'news', 'journalist', 'and', 'anchor', 'who', 'disapproves', 'of', 'co-hosting', 'a', 'show', 'that', 'does', 'not', 'deal', 'with', 'real', 'news', 'stories.']",22.491388,"[{""name"": ""Bad Robot"", ""id"": 11461}, {""name"": ""Goldcrest Pictures"", ""id"": 11843}]",['United States of America'],2010,58785180,1 h 42 min,"['English', 'Український']",Released: 2010,Breakfast TV just got interesting.,Morning Glory,6.1,412,38357,"['Rachel McAdams', 'Harrison Ford', 'Patrick Wilson']",['Roger Michell'],18785180,"A young and devoted morning television producer is hired as an executive producer on a  long-running morning show at a once-prominent but currently failing station in New York City. Eager to keep the show on air, she recruits a former news journalist and anchor who disapproves of co-hosting a show that does not deal with real news stories."
40000000,"['Drama', 'Romance']",http://www.sonypictures.com/movies/rent/,1833,"['gay', 'sex', 'aids', 'musical', 'hiv', 'based on play', 'african american', 'rock opera', 'missing person', 'hiv positive', 'home movie', 'mugging', 'telephone call \xa0', 'lower east side']",en,Rent,"['This', 'rock', 'opera', 'tells', 'the', 'story', 'of', 'one', 'year', 'in', 'the', 'life', 'of', 'a', 'group', 'of', 'bohemians', 'struggling', 'in', 'modern', 'day', 'East', 'Village', 'New', 'York.', 'The', 'story', 'centers', 'around', 'Mark', 'and', 'Roger,', 'two', 'roommates.', 'While', 'a', 'former', 'tragedy', 'has', 'made', 'Roger', 'numb', 'to', 'life,', 'Mark', 'tries', 'to', 'capture', 'it', 'through', 'his', 'attempts', 'to', 'make', 'a', 'film.', 'In', 'the', 'year', 'that', 'follows,', 'the', 'group', 'deals', 'with', 'love,', 'loss,', 'AIDS,', 'and', 'modern', 'day', 'life.']",10.433667,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""1492 Pictures"", ""id"": 436}, {""name"": ""Revolution Studios"", ""id"": 497}]",['United States of America'],2005,31670620,2 h 15 min,['English'],Released: 2005,No day but today.,Rent,6.7,155,1833,"['Anthony Rapp', 'Adam Pascal', 'Rosario Dawson']",['Chris Columbus'],-8329380,"This rock opera tells the story of one year in the life of a group of bohemians struggling in modern day East Village New York. The story centers around Mark and Roger, two roommates. While a former tragedy has made Roger numb to life, Mark tries to capture it through his attempts to make a film. In the year that follows, the group deals with love, loss, AIDS, and modern day life."
40000000,['Horror'],http://www.thereapingmovie.com,1683,"['river', 'miracle', 'bible', 'louisiana', 'frog', 'grasshopper', 'faith']",en,The Reaping,"['Katherine', 'Morrissey,', 'a', 'former', 'Christian', 'missionary,', 'lost', 'her', 'faith', 'after', 'the', 'tragic', 'deaths', 'of', 'her', 'family.', 'Now', 'she', 'applies', 'her', 'expertise', 'to', 'debunking', 'religious', 'phenomena.', 'When', 'a', 'series', 'of', 'biblical', 'plagues', 'overrun', 'a', 'small', 'town,', 'Katherine', 'arrives', 'to', 'prove', 'that', 'a', 'supernatural', 'force', 'is', 'not', 'behind', 'the', 'occurrences,', 'but', 'soon', 'finds', 'that', 'science', 'cannot', 'explain', 'what', 'is', 'happening.', 'Instead,', 'she', 'must', 'regain', 'her', 'faith', 'to', 'combat', 'the', 'evil', 'that', 'waits', 'in', 'a', 'Louisiana', 'swamp.']",13.445697,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Dark Castle Entertainment"", ""id"": 1786}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Eyetronics"", ""id"": 15763}, {""name"": ""Chime Films"", ""id"": 19965}]",['United States of America'],2007,62771059,1 h 39 min,"['Español', 'English']",Released: 2007,What Hath God Wrought?,The Reaping,5.4,205,1683,"['Hilary Swank', 'David Morrissey', 'Idris Elba']",['Stephen Hopkins'],22771059,"Katherine Morrissey, a former Christian missionary, lost her faith after the tragic deaths of her family. Now she applies her expertise to debunking religious phenomena. When a series of biblical plagues overrun a small town, Katherine arrives to prove that a supernatural force is not behind the occurrences, but soon finds that science cannot explain what is happening. Instead, she must regain her faith to combat the evil that waits in a Louisiana swamp."
40000000,"['Action', 'Thriller', 'Crime', 'Drama']",http://www.colombiana-movie.com/,62835,"['street gang', 'uncle', 'female assassin', 'witness to murder']",en,Colombiana,"['Zoe', 'Saldana', 'plays', 'a', 'young', 'woman', 'who,', 'after', 'witnessing', 'her', 'parents’', 'murder', 'as', 'a', 'child', 'in', 'Bogota,', 'grows', 'up', 'to', 'be', 'a', 'stone-cold', 'assassin.', 'She', 'works', 'for', 'her', 'uncle', 'as', 'a', 'hitman', 'by', 'day,', 'but', 'her', 'personal', 'time', 'is', 'spent', 'engaging', 'in', 'vigilante', 'murders', 'that', 'she', 'hopes', 'will', 'lead', 'her', 'to', 'her', 'ultimate', 'target:', 'the', 'mobster', 'responsible', 'for', 'her', ""parents'"", 'death.']",33.785969,"[{""name"": ""TF1 Films Production"", ""id"": 3823}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""Cin\u00e9Cin\u00e9ma"", ""id"": 6301}, {""name"": ""Grive Productions"", ""id"": 6877}, {""name"": ""EuropaCorp"", ""id"": 6896}, {""name"": ""A.J.O.Z. Films"", ""id"": 11473}]",['France'],2011,60965854,1 h 48 min,"['English', 'Español']",Released: 2011,Revenge is beautiful.,Colombiana,6.5,824,62835,"['Zoe Saldana', 'Cliff Curtis', 'Callum Blue']",['Olivier Megaton'],20965854,"Zoe Saldana plays a young woman who, after witnessing her parents’ murder as a child in Bogota, grows up to be a stone-cold assassin. She works for her uncle as a hitman by day, but her personal time is spent engaging in vigilante murders that she hopes will lead her to her ultimate target: the mobster responsible for her parents' death."
40000000,"['Drama', 'History']",http://www.sonypictures.com/homevideo/marieantoinette/index.html,1887,"['shoe', 'voice over', 'rite', 'theatre audience', 'bride and groom', 'death of king', 'applause', 'woman director']",en,Marie Antoinette,"['The', 'retelling', 'of', ""France's"", 'iconic', 'but', 'ill-fated', 'queen,', 'Marie', 'Antoinette.', 'From', 'her', 'betrothal', 'and', 'marriage', 'to', 'Louis', 'XVI', 'at', '15', 'to', 'her', 'reign', 'as', 'queen', 'at', '19', 'and', 'ultimately', 'the', 'fall', 'of', 'Versailles.']",22.364549,"[{""name"": ""American Zoetrope"", ""id"": 70}, {""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Pricel"", ""id"": 6542}, {""name"": ""Tohokushinsha Film"", ""id"": 12387}, {""name"": ""Commission du Film France"", ""id"": 20637}, {""name"": ""Commission du Film \u00cele-de-France"", ""id"": 20638}]","['France', 'United States of America', 'Japan']",2006,60474340,2 h 2 min,"['English', 'Français', 'Latin']",Released: 2006,Rumor. Scandal. Fame. Revolution.,Marie Antoinette,6.5,642,1887,"['Kirsten Dunst', 'Jason Schwartzman', 'Judy Davis']",['Sofia Coppola'],20474340,"The retelling of France's iconic but ill-fated queen, Marie Antoinette. From her betrothal and marriage to Louis XVI at 15 to her reign as queen at 19 and ultimately the fall of Versailles."
40000000,"['Adventure', 'Animation', 'Comedy', 'Family']",http://www.foxsearchlight.com/fantasticmrfox/,10315,"['fox', 'tree', 'peasant', 'revenge', 'cider', 'tale', 'farm life']",en,Fantastic Mr. Fox,"['The', 'Fantastic', 'Mr.', 'Fox', 'bored', 'with', 'his', 'current', 'life,', 'plans', 'a', 'heist', 'against', 'the', 'three', 'local', 'farmers.', 'The', 'farmers,', 'tired', 'of', 'sharing', 'their', 'chickens', 'with', 'the', 'sly', 'fox,', 'seek', 'revenge', 'against', 'him', 'and', 'his', 'family.']",41.258956,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Indian Paintbrush"", ""id"": 9350}, {""name"": ""American Empirical Pictures"", ""id"": 23449}]",['United States of America'],2009,46471023,1 h 27 min,['English'],Released: 2009,Dig the life fantastic!,Fantastic Mr. Fox,7.5,1176,10315,"['George Clooney', 'Meryl Streep', 'Jason Schwartzman']",['Wes Anderson'],6471023,"The Fantastic Mr. Fox bored with his current life, plans a heist against the three local farmers. The farmers, tired of sharing their chickens with the sly fox, seek revenge against him and his family."
40000000,"['Comedy', 'Fantasy', 'Science Fiction']",http://www.theofficialjohncarpenter.com/memoirs-of-an-invisible-man/,2687,['invisible man'],en,Memoirs of an Invisible Man,"['After', 'a', 'freak', 'accident,', 'an', 'invisible', 'yuppie', 'runs', 'for', 'his', 'life', 'from', 'a', 'treacherous', 'CIA', 'official', 'while', 'trying', 'to', 'cope', 'with', 'his', 'new', 'life.']",7.222985,"[{""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Alcor Films"", ""id"": 644}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Cornelius Productions"", ""id"": 67992}]","['France', 'United States of America']",1992,14358033,1 h 39 min,['English'],Released: 1992,An adventure like you've never seen.,Memoirs of an Invisible Man,5.7,125,2687,"['Chevy Chase', 'Daryl Hannah', 'Sam Neill']",['John Carpenter'],-25641967,"After a freak accident, an invisible yuppie runs for his life from a treacherous CIA official while trying to cope with his new life."
10000000,"['Comedy', 'Romance']",http://www.die-fabelhafte-welt-der-amelie.de,194,"['paris', 'love triangle', 'ghost train', 'sex-shop', 'shyness', 'montmartre', 'daughter', 'garden gnome', 'journey round the world', 'photography']",fr,Le fabuleux destin d'Amélie Poulain,"['At', 'a', 'tiny', 'Parisian', 'café,', 'the', 'adorable', 'yet', 'painfully', 'shy', 'Amélie', '(Audrey', 'Tautou)', 'accidentally', 'discovers', 'a', 'gift', 'for', 'helping', 'others.', 'Soon', 'Amelie', 'is', 'spending', 'her', 'days', 'as', 'a', 'matchmaker,', 'guardian', 'angel,', 'and', 'all-around', 'do-gooder.', 'But', 'when', 'she', 'bumps', 'into', 'a', 'handsome', 'stranger,', 'will', 'she', 'find', 'the', 'courage', 'to', 'become', 'the', 'star', 'of', 'her', 'very', 'own', 'love', 'story?']",73.720244,"[{""name"": ""France 3 Cin\u00e9ma"", ""id"": 591}, {""name"": ""Claudie Ossard Productions"", ""id"": 592}, {""name"": ""MMC Independent"", ""id"": 4411}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""Tapioca Films"", ""id"": 12000}, {""name"": ""Sofica Sofinergie 5"", ""id"": 23446}, {""name"": ""Victoires Productions"", ""id"": 25020}, {""name"": ""Filmstiftung Nordrhein-Westfalen"", ""id"": 27897}, {""name"": ""Union G\u00e9n\u00e9rale Cin\u00e9matographique (UGC)"", ""id"": 30994}]","['France', 'Germany']",2001,173921954,2 h 2 min,"['Français', 'Pусский']",Released: 2001,One person can change your life forever.,Amélie,7.8,3310,194,"['Audrey Tautou', 'Mathieu Kassovitz', 'Rufus']",['Jean-Pierre Jeunet'],163921954,"At a tiny Parisian café, the adorable yet painfully shy Amélie (Audrey Tautou) accidentally discovers a gift for helping others. Soon Amelie is spending her days as a matchmaker, guardian angel, and all-around do-gooder. But when she bumps into a handsome stranger, will she find the courage to become the star of her very own love story?"
40000000,"['Adventure', 'Drama', 'Romance']",http://www.everybodyloveswhales.com/,78698,"['whale', 'alaska', 'aftercreditsstinger', 'duringcreditsstinger', 'greenpeace', 'animal protection']",en,Big Miracle,"['Based', 'on', 'an', 'inspiring', 'true', 'story,', 'a', 'small-town', 'news', 'reporter', '(Krasinski)', 'and', 'a', 'Greenpeace', 'volunteer', '(Barrymore)', 'enlist', 'the', 'help', 'of', 'rival', 'superpowers', 'to', 'save', 'three', 'majestic', 'gray', 'whales', 'trapped', 'under', 'the', 'ice', 'of', 'the', 'Arctic', 'Circle.', '‘Big', 'Miracle’', 'is', 'adapted', 'from', 'the', 'nonfiction', 'book', '‘Freeing', 'the', 'Whales:', 'How', 'the', 'Media', 'Created', 'the', 'World’s', 'Greatest', 'Non-Event’', 'by', 'Tom', 'Rose.']",8.303696,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Anonymous Content"", ""id"": 10039}, {""name"": ""Working Title Films"", ""id"": 10163}]","['United Kingdom', 'United States of America']",2012,24719215,1 h 47 min,['English'],Released: 2012,A family of whales trapped beneath the ice. One unforgettable rescue.,Big Miracle,6.6,152,78698,"['Drew Barrymore', 'John Krasinski', 'Kristen Bell']",['Ken Kwapis'],-15280785,"Based on an inspiring true story, a small-town news reporter (Krasinski) and a Greenpeace volunteer (Barrymore) enlist the help of rival superpowers to save three majestic gray whales trapped under the ice of the Arctic Circle. ‘Big Miracle’ is adapted from the nonfiction book ‘Freeing the Whales: How the Media Created the World’s Greatest Non-Event’ by Tom Rose."
33000000,"['Action', 'Horror', 'Mystery', 'Science Fiction', 'Thriller']",http://www.pandorummovie.com/,19898,"['dystopia', 'spaceship', 'survival', 'mission']",en,Pandorum,"['Two', 'crew', 'members', 'wake', 'up', 'on', 'an', 'abandoned', 'spacecraft', 'with', 'no', 'idea', 'who', 'they', 'are,', 'how', 'long', ""they've"", 'been', 'asleep,', 'or', 'what', 'their', 'mission', 'is.', 'The', 'two', 'soon', 'discover', ""they're"", 'actually', 'not', 'alone', '–', 'and', 'the', 'reality', 'of', 'their', 'situation', 'is', 'more', 'horrifying', 'than', 'they', 'could', 'have', 'imagined.']",28.353517,"[{""name"": ""Impact Pictures"", ""id"": 248}, {""name"": ""Constantin Film Produktion"", ""id"": 5755}]","['Germany', 'United Kingdom']",2009,20645327,1 h 48 min,"['English', 'Tiếng Việt', 'Deutsch']",Released: 2009,Don't fear the end of the world. Fear what happens next.,Pandorum,6.5,774,19898,"['Ben Foster', 'Dennis Quaid', 'Cam Gigandet']",['Christian Alvart'],-12354673,"Two crew members wake up on an abandoned spacecraft with no idea who they are, how long they've been asleep, or what their mission is. The two soon discover they're actually not alone – and the reality of their situation is more horrifying than they could have imagined."
40000000,"['Drama', 'Comedy']",http://www.thousandwordsmovie.com/,72358,"['liar', 'literary agent']",en,A Thousand Words,"['Jack', 'McCall', 'is', 'a', 'fast-talking', 'literary', 'agent,', 'who', 'can', 'close', 'any', 'deal,', 'any', 'time,', 'any', 'way.', 'He', 'has', 'set', 'his', 'sights', 'on', 'New', 'Age', 'guru', 'Dr.', 'Sinja', '(Cliff', 'Curtis)', 'for', 'his', 'own', 'selfish', 'purposes.', 'But', 'Dr.', 'Sinja', 'is', 'on', 'to', 'him,', 'and', 'Jack’s', 'life', 'comes', 'unglued', 'after', 'a', 'magical', 'Bodhi', 'tree', 'mysteriously', 'appears', 'in', 'his', 'backyard.', 'With', 'every', 'word', 'Jack', 'speaks,', 'a', 'leaf', 'falls', 'from', 'the', 'tree', 'and', 'he', 'realizes', 'that', 'when', 'the', 'last', 'leaf', 'falls,', 'both', 'he', 'and', 'the', 'tree', 'are', 'toast.', 'Words', 'have', 'never', 'failed', 'Jack', 'McCall,', 'but', 'now', 'he’s', 'got', 'to', 'stop', 'talking', 'and', 'conjure', 'up', 'some', 'outrageous', 'ways', 'to', 'communicate', 'or', 'he’s', 'a', 'goner.']",13.119133,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Saturn Films"", ""id"": 831}, {""name"": ""Varsity Pictures"", ""id"": 6024}]",['United States of America'],2012,22044277,1 h 31 min,['English'],Released: 2012,He only has 1000 words left to discover what matters the most.,A Thousand Words,6.0,373,72358,"['Eddie Murphy', 'Allison Janney', 'Cliff Curtis']",['Brian Robbins'],-17955723,"Jack McCall is a fast-talking literary agent, who can close any deal, any time, any way. He has set his sights on New Age guru Dr. Sinja (Cliff Curtis) for his own selfish purposes. But Dr. Sinja is on to him, and Jack’s life comes unglued after a magical Bodhi tree mysteriously appears in his backyard. With every word Jack speaks, a leaf falls from the tree and he realizes that when the last leaf falls, both he and the tree are toast. Words have never failed Jack McCall, but now he’s got to stop talking and conjure up some outrageous ways to communicate or he’s a goner."
20000000,"['Thriller', 'Drama', 'Mystery']",http://www.disturbia.com/,8271,"['kidnapping', 'young people']",en,Disturbia,"['Kale', 'is', 'a', '17-year-old', 'placed', 'under', 'house', 'arrest', 'after', 'punching', 'his', 'teacher.', 'He', 'is', 'confined', 'to', 'his', 'house,', 'and', 'decides', 'to', 'use', 'his', 'free', 'time', 'spying', 'on', 'his', 'neighbors.', 'Things', 'start', 'to', 'get', 'weird', 'when', 'guests', 'enter', 'the', ""Turner's"", 'house', 'and', ""don't"", 'come', 'back', 'out.', 'Kale', 'and', 'his', 'friends,', 'Ronnie', 'and', 'Ashley,', 'start', 'to', 'grow', 'more', 'and', 'more', 'interested', 'in', 'what', 'is', 'actually', 'happening', 'within', 'the', 'house', 'of', 'Robert', 'Turner.']",31.690456,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Cold Spring Pictures"", ""id"": 2363}, {""name"": ""Montecito Picture Company, The"", ""id"": 4607}]",['United States of America'],2007,117760134,1 h 45 min,"['English', 'Español']",Released: 2007,"The quieter the street, the darker the secrets....",Disturbia,6.6,1006,8271,"['Shia LaBeouf', 'Sarah Roemer', 'Carrie-Anne Moss']",['D.J. Caruso'],97760134,"Kale is a 17-year-old placed under house arrest after punching his teacher. He is confined to his house, and decides to use his free time spying on his neighbors. Things start to get weird when guests enter the Turner's house and don't come back out. Kale and his friends, Ronnie and Ashley, start to grow more and more interested in what is actually happening within the house of Robert Turner."
0,"['Action', 'Adventure', 'Thriller', 'Drama']",http://www.thehuntingpartymovie.com/,5353,"['civil war', 'spy', 'hotel', 'journalist', 'journalism', 'war crimes', 'hidden camera', 'war victim', 'war correspondent', 'war', 'balkan war', 'serbia']",en,The Hunting Party,"['An', 'emerging', 'journalist', '(Jesse', 'Eisenberg),', 'an', 'experienced', 'cameraman', '(Terrence', 'Howard),', 'and', 'a', 'discredited', 'reporter', '(Richard', 'Gere)', 'find', 'their', 'bold', 'plan', 'to', 'capture', ""Bosnia's"", 'top', 'war', 'criminal', 'quickly', 'spiraling', 'out', 'of', 'control', 'when', 'a', 'UN', 'representative', 'mistakes', 'them', 'for', 'a', 'CIA', 'hit', 'squad', 'in', 'a', 'light-hearted', 'thriller', 'inspired', 'by', 'Scott', ""Anderson's"", 'popular', 'Esquire', 'article.', 'The', 'Weinstein', 'Company', 'provides', 'stateside']",8.048305,"[{""name"": ""Intermedia Films"", ""id"": 763}]","['Bosnia and Herzegovina', 'United States of America']",2007,0,1 h 41 min,"['English', 'Magyar', '']",Released: 2007,How can they find the world's most wanted war criminal when the C.I.A. can't? [by actually looking],The Hunting Party,6.6,96,5353,"['Richard Gere', 'Terrence Howard', 'James Brolin']",['Richard Shepard'],0,"An emerging journalist (Jesse Eisenberg), an experienced cameraman (Terrence Howard), and a discredited reporter (Richard Gere) find their bold plan to capture Bosnia's top war criminal quickly spiraling out of control when a UN representative mistakes them for a CIA hit squad in a light-hearted thriller inspired by Scott Anderson's popular Esquire article. The Weinstein Company provides stateside"
39200000,"['Action', 'Science Fiction', 'Drama']",http://snowpiercer-film.com/,110415,"['father son relationship', 'child labour', 'brothel', 'winter', 'allegory', 'bridge', 'post-apocalyptic', 'dystopia', 'hijacking of train', 'based on comic book', 'dam', 'rifle', 'pregnant', 'train', 'violence', 'based on graphic novel', 'guilt', 'revolt', 'duplicity', 'tunnel', 'social class', 'population control', 'perpetual winter', 'city ruin']",ko,Snowpiercer,"['In', 'a', 'future', 'where', 'a', 'failed', 'global-warming', 'experiment', 'kills', 'off', 'most', 'life', 'on', 'the', 'planet,', 'a', 'class', 'system', 'evolves', 'aboard', 'the', 'Snowpiercer,', 'a', 'train', 'that', 'travels', 'around', 'the', 'globe', 'via', 'a', 'perpetual-motion', 'engine.']",64.238688,"[{""name"": ""CJ Entertainment"", ""id"": 7036}, {""name"": ""Opus Pictures"", ""id"": 7270}, {""name"": ""Stillking Films"", ""id"": 11345}, {""name"": ""SnowPiercer"", ""id"": 21122}, {""name"": ""Moho Film"", ""id"": 34725}]","['South Korea', 'France', 'Czech Republic', 'United States of America']",2013,86758912,2 h 6 min,"['English', 'Français', '日本語', '한국어/조선말']",Released: 2013,"AD 2031, the passengers in the train are the only survivors on Earth.",Snowpiercer,6.7,2854,110415,"['Chris Evans', 'Song Kang-ho', 'Ed Harris']",['Bong Joon-ho'],47558912,"In a future where a failed global-warming experiment kills off most life on the planet, a class system evolves aboard the Snowpiercer, a train that travels around the globe via a perpetual-motion engine."
