movie_id,title,runtime,status,vote_average,overview_2,tags
7980,The Lovely Bones,2 h 16 min,Released: 2009,6.6,"After being brutally murdered, 14-year-old Susie Salmon watches from heaven over her grief-stricken family -- and her killer. As she observes their daily lives, she must balance her thirst for revenge with her desire for her family to heal.","after being brutally murdered, 14-year-old susie salmon watches from heaven over her grief-stricken family -- and her killer. as she observes their daily lives, she must balance her thirst for revenge with her desire for her family to heal. fantasy drama rape 1970s evidence tree afterlife lossofdaughter serialkiller corpse pedophile teenagelove grieving childhoodsexualabuse basedonyoungadultnovel rachelweisz markwahlberg susansarandon peterjackson"
12,Finding Nemo,1 h 40 min,Released: 2003,7.6,"Nemo, an adventurous young clownfish, is unexpectedly taken from his Great Barrier Reef home to a dentist's office aquarium. It's up to his worrisome father Marlin and a friendly but forgetful fish Dory to bring Nemo home -- meeting vegetarian sharks, surfer dude turtles, hypnotic jellyfish, hungry seagulls, and more along the way.","nemo, an adventurous young clownfish, is unexpectedly taken from his great barrier reef home to a dentist's office aquarium. it's up to his worrisome father marlin and a friendly but forgetful fish dory to bring nemo home -- meeting vegetarian sharks, surfer dude turtles, hypnotic jellyfish, hungry seagulls, and more along the way. animation family fathersonrelationship harbor underwater fishtank greatbarrierreef missingchild aftercreditsstinger duringcreditsstinger shorttermmemoryloss clownfish fathersonreunion protectivefather albertbrooks ellendegeneres alexandergould andrewstanton"
122,The Lord of the Rings: The Return of the King,3 h 21 min,Released: 2003,8.1,"Aragorn is revealed as the heir to the ancient kings as he, Gandalf and the other members of the broken fellowship struggle to save Gondor from Sauron's forces. Meanwhile, Frodo and Sam bring the ring closer to the heart of Mordor, the dark lord's realm.","aragorn is revealed as the heir to the ancient kings as he, gandalf and the other members of the broken fellowship struggle to save gondor from sauron's forces. meanwhile, frodo and sam bring the ring closer to the heart of mordor, the dark lord's realm. adventure fantasy action elves orcs middle-earth(tolkien) basedonnovel suspicion bravery war honor troll brutality violence ghost endoftrilogy quest swordandsorcery elijahwood ianmckellen viggomortensen peterjackson"
121,The Lord of the Rings: The Two Towers,2 h 59 min,Released: 2002,8.0,"Frodo and Sam are trekking to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin. All along, nefarious wizard Saruman awaits the Fellowship members at the Orthanc Tower in Isengard.","frodo and sam are trekking to mordor to destroy the one ring of power while gimli, legolas and aragorn search for the orc-captured merry and pippin. all along, nefarious wizard saruman awaits the fellowship members at the orthanc tower in isengard. adventure fantasy action elves orcs middle-earth(tolkien) hobbit basedonnovel explosive cave fort army mission attack guide wizard ring swordandsorcery elijahwood ianmckellen viggomortensen peterjackson"
68737,Seventh Son,1 h 42 min,Released: 2014,5.2,"John Gregory, who is a seventh son of a seventh son and also the local spook, has protected the country from witches, boggarts, ghouls and all manner of things that go bump in the night. However John is not young anymore, and has been seeking an apprentice to carry on his trade. Most have failed to survive. The last hope is a young farmer's son named Thomas Ward. Will he survive the training to become the spook that so many others couldn't?","john gregory, who is a seventh son of a seventh son and also the local spook, has protected the country from witches, boggarts, ghouls and all manner of things that go bump in the night. however john is not young anymore, and has been seeking an apprentice to carry on his trade. most have failed to survive. the last hope is a young farmer's son named thomas ward. will he survive the training to become the spook that so many others couldn't? adventure fantasy magic chosenone darkfantasy witchhunter evilwitch basedonyoungadultnovel swordandsorcery jeffbridges juliannemoore benbarnes sergeibodrov"
61791,Rise of the Planet of the Apes,1 h 45 min,Released: 2011,7.0,"Scientist Will Rodman is determined to find a cure for Alzheimer's, the disease which has slowly consumed his father. Will feels certain he is close to a breakthrough and tests his latest serum on apes, noticing dramatic increases in intelligence and brain activity in the primate subjects – especially Caesar, his pet chimpanzee.","scientist will rodman is determined to find a cure for alzheimer's, the disease which has slowly consumed his father. will feels certain he is close to a breakthrough and tests his latest serum on apes, noticing dramatic increases in intelligence and brain activity in the primate subjects – especially caesar, his pet chimpanzee. thriller action drama sciencefiction intelligence zoo cage dystopia goldengatebridge ape monkey medicalresearch alzheimer'sdisease jamesfranco freidapinto johnlithgow rupertwyatt"
47964,A Good Day to Die Hard,1 h 38 min,Released: 2013,5.2,"Iconoclastic, take-no-prisoners cop John McClane, finds himself for the first time on foreign soil after traveling to Moscow to help his wayward son Jack - unaware that Jack is really a highly-trained CIA operative out to stop a nuclear weapons heist. With the Russian underworld in pursuit, and battling a countdown to war, the two McClanes discover that their opposing methods make them unstoppable heroes.","iconoclastic, take-no-prisoners cop john mcclane, finds himself for the first time on foreign soil after traveling to moscow to help his wayward son jack - unaware that jack is really a highly-trained cia operative out to stop a nuclear weapons heist. with the russian underworld in pursuit, and battling a countdown to war, the two mcclanes discover that their opposing methods make them unstoppable heroes. action thriller bomb cia russia escape courthouse rogue moscow brucewillis jaicourtney sebastiankoch johnmoore"
9806,The Incredibles,1 h 55 min,Released: 2004,7.4,"Bob Parr has given up his superhero days to log in time as an insurance adjuster and raise his three children with his formerly heroic wife in suburbia. But when he receives a mysterious assignment, it's time to get back into costume.","bob parr has given up his superhero days to log in time as an insurance adjuster and raise his three children with his formerly heroic wife in suburbia. but when he receives a mysterious assignment, it's time to get back into costume. action adventure animation family secretidentity secret hero island wretch supernaturalpowers weapon lawsuit superhero craigt.nelson hollyhunter samuell.jackson bradbird"
607,Men in Black,1 h 38 min,Released: 1997,6.9,"Men in Black follows the exploits of agents Kay and Jay, members of a top-secret organization established to monitor and police alien activity on Earth. The two Men in Black find themselves in the middle of the deadly plot by an intergalactic terrorist who has arrived on Earth to assassinate two ambassadors from opposing galaxies. In order to prevent worlds from colliding, the MiB must track down the terrorist and prevent the destruction of Earth. It's just another typical day for the Men in Black.","men in black follows the exploits of agents kay and jay, members of a top-secret organization established to monitor and police alien activity on earth. the two men in black find themselves in the middle of the deadly plot by an intergalactic terrorist who has arrived on earth to assassinate two ambassadors from opposing galaxies. in order to prevent worlds from colliding, the mib must track down the terrorist and prevent the destruction of earth. it's just another typical day for the men in black. action adventure comedy sciencefiction secretidentity sunglasses undercover spacemarine illegalimmigration deportation newidentity giantcockroach cannon flyingsaucer staypermit alien fictionalgovernmentagency tommyleejones willsmith lindafiorentino barrysonnenfeld"
863,Toy Story 2,1 h 32 min,Released: 1999,7.3,"Andy heads off to Cowboy Camp, leaving his toys to their own devices. Things shift into high gear when an obsessive toy collector named Al McWhiggen, owner of Al's Toy Barn kidnaps Woody. Andy's toys mount a daring rescue mission, Buzz Lightyear meets his match and Woody has to decide where he and his heart truly belong.","andy heads off to cowboy camp, leaving his toys to their own devices. things shift into high gear when an obsessive toy collector named al mcwhiggen, owner of al's toy barn kidnaps woody. andy's toys mount a daring rescue mission, buzz lightyear meets his match and woody has to decide where he and his heart truly belong. animation comedy family museum prosecution identitycrisis airplane fleamarket collector teamwork friendship rescueteam garagesale duringcreditsstinger toycomestolife personification inanimateobjectscomingtolife tomhanks timallen joancusack johnlasseter"
22794,Cloudy with a Chance of Meatballs,1 h 30 min,Released: 2009,6.5,"Inventor Flint Lockwood creates a machine that makes clouds rain food, enabling the down-and-out citizens of Chewandswallow to feed themselves. But when the falling food reaches gargantuan proportions, Flint must scramble to avert disaster. Can he regain control of the machine and put an end to the wild weather before the town is destroyed?","inventor flint lockwood creates a machine that makes clouds rain food, enabling the down-and-out citizens of chewandswallow to feed themselves. but when the falling food reaches gargantuan proportions, flint must scramble to avert disaster. can he regain control of the machine and put an end to the wild weather before the town is destroyed? animation comedy family weather food science billhader annafaris jamescaan phillord"
8355,Ice Age: Dawn of the Dinosaurs,1 h 34 min,Released: 2009,6.5,"Times are changing for Manny the moody mammoth, Sid the motor mouthed sloth and Diego the crafty saber-toothed tiger. Life heats up for our heroes when they meet some new and none-too-friendly neighbors – the mighty dinosaurs.","times are changing for manny the moody mammoth, sid the motor mouthed sloth and diego the crafty saber-toothed tiger. life heats up for our heroes when they meet some new and none-too-friendly neighbors – the mighty dinosaurs. animation comedy family adventure iceage bridge insanity jungle dinosaur birth duringcreditsstinger 3d rayromano johnleguizamo denisleary carlossaldanha"
1422,The Departed,2 h 31 min,Released: 2006,7.9,"To take down South Boston's Irish Mafia, the police send in one of their own to infiltrate the underworld, not realizing the syndicate has done likewise. While an undercover cop curries favor with the mob kingpin, a career criminal rises through the police ranks. But both sides soon discover there's a mole among them.","to take down south boston's irish mafia, the police send in one of their own to infiltrate the underworld, not realizing the syndicate has done likewise. while an undercover cop curries favor with the mob kingpin, a career criminal rises through the police ranks. but both sides soon discover there's a mole among them. drama thriller crime undercover boston police friends mafia undercovercop mobster mole statepolice policetraining realtor leonardodicaprio mattdamon jacknicholson martinscorsese"
7446,Tropic Thunder,1 h 47 min,Released: 2008,6.5,"Vietnam veteran 'Four Leaf' Tayback's memoir, Tropic Thunder, is being made into a film, but Director Damien Cockburn can’t control the cast of prima donnas. Behind schedule and over budget, Cockburn is ordered by a studio executive to get filming back on track, or risk its cancellation. On Tayback's advice, Cockburn drops the actors into the middle of the jungle to film the remaining scenes but, unbeknownst to the actors and production, the group have been dropped in the middle of the Golden Triangle, the home of heroin-producing gangs.","vietnam veteran 'four leaf' tayback's memoir, tropic thunder, is being made into a film, but director damien cockburn can’t control the cast of prima donnas. behind schedule and over budget, cockburn is ordered by a studio executive to get filming back on track, or risk its cancellation. on tayback's advice, cockburn drops the actors into the middle of the jungle to film the remaining scenes but, unbeknownst to the actors and production, the group have been dropped in the middle of the golden triangle, the home of heroin-producing gangs. action comedy filmmaking satire jungle moviestar southeastasia landmine shackles warfilmmaking duringcreditsstinger blackface methodacting benstiller jackblack robertdowneyjr. benstiller"
65754,The Girl with the Dragon Tattoo,2 h 38 min,Released: 2011,7.2,"This English-language adaptation of the Swedish novel by Stieg Larsson follows a disgraced journalist, Mikael Blomkvist, as he investigates the disappearance of a weary patriarch's niece from 40 years ago. He is aided by the pierced, tattooed, punk computer hacker named Lisbeth Salander. As they work together in the investigation, Blomkvist and Salander uncover immense corruption beyond anything they have ever imagined.","this english-language adaptation of the swedish novel by stieg larsson follows a disgraced journalist, mikael blomkvist, as he investigates the disappearance of a weary patriarch's niece from 40 years ago. he is aided by the pierced, tattooed, punk computer hacker named lisbeth salander. as they work together in the investigation, blomkvist and salander uncover immense corruption beyond anything they have ever imagined. thriller crime mystery drama rape journalist basedonnovel journalism hacker nazis punk investigation remake antisocialpersonalitydisorder serialkiller disappearance hacking computerhacker biblequote scandinavian abuse danielcraig rooneymara christopherplummer davidfincher"
10528,Sherlock Holmes,2 h 8 min,Released: 2009,7.0,"Eccentric consulting detective, Sherlock Holmes and Doctor John Watson battle to bring down a new nemesis and unravel a deadly plot that could destroy England.","eccentric consulting detective, sherlock holmes and doctor john watson battle to bring down a new nemesis and unravel a deadly plot that could destroy england. action adventure crime mystery detective scotlandyard coffin blackmagic arrest partner sherlockholmes murder steampunk pentagram clue robertdowneyjr. judelaw rachelmcadams guyritchie"
271969,Ben-Hur,2 h 5 min,Released: 2016,5.3,A falsely accused nobleman survives years of slavery to take vengeance on his best friend who betrayed him.,a falsely accused nobleman survives years of slavery to take vengeance on his best friend who betrayed him. drama betrayal vengeance jackhuston tobykebbell rodrigosantoro timurbekmambetov
10865,Atlantis: The Lost Empire,1 h 35 min,Released: 2001,6.7,"The world's most highly qualified crew of archaeologists and explorers is led by historian Milo Thatch as they board the incredible 1,000-foot submarine Ulysses and head deep into the mysteries of the sea.","the world's most highly qualified crew of archaeologists and explorers is led by historian milo thatch as they board the incredible 1,000-foot submarine ulysses and head deep into the mysteries of the sea. animation family adventure sciencefiction sea atlantis animation underwater seamonster michaelj.fox coreyburton claudiachristian garytrousdale"
258509,Alvin and the Chipmunks: The Road Chip,1 h 32 min,Released: 2015,5.8,"Through a series of misunderstandings, Alvin, Simon and Theodore come to believe that Dave is going to propose to his new girlfriend in New York City - and dump them. They have three days to get to him and stop the proposal.","through a series of misunderstandings, alvin, simon and theodore come to believe that dave is going to propose to his new girlfriend in new york city - and dump them. they have three days to get to him and stop the proposal. adventure animation comedy family chipmunk cgi talkinganimal aftercreditsstinger duringcreditsstinger jasonlee justinlong bellathorne waltbecker"
10661,You Don't Mess with the Zohan,1 h 53 min,Released: 2008,5.5,An Israeli counterterrorism soldier with a secretly fabulous ambition to become a Manhattan hairstylist. Zohan's desire runs so deep that he'll do anything -- including faking his own death and going head-to-head with an Arab cab driver -- to make his dreams come true.,an israeli counterterrorism soldier with a secretly fabulous ambition to become a manhattan hairstylist. zohan's desire runs so deep that he'll do anything -- including faking his own death and going head-to-head with an arab cab driver -- to make his dreams come true. comedy action newyork israel middleeast hairdresser ladykiller mossad israeli palestinian heart-throb middleeastconflict hairstyle hackysack adamsandler johnturturro emmanuellechriqui dennisdugan
257344,Pixels,1 h 45 min,Released: 2015,5.6,Video game experts are recruited by the military to fight 1980s-era video game characters who've attacked New York.,video game experts are recruited by the military to fight 1980s-era video game characters who've attacked new york. action comedy sciencefiction videogame nerd alienattack 3d pixels adamsandler michellemonaghan peterdinklage chriscolumbus
686,Contact,2 h 30 min,Released: 1997,7.2,"Contact is a science fiction film about an encounter with alien intelligence. Based on the novel by Carl Sagan the film starred Jodie Foster as the one chosen scientist who must make some difficult decisions between her beliefs, the truth, and reality.","contact is a science fiction film about an encounter with alien intelligence. based on the novel by carl sagan the film starred jodie foster as the one chosen scientist who must make some difficult decisions between her beliefs, the truth, and reality. drama sciencefiction mystery basedonnovel nasa newmexico extraterrestrialtechnology primenumber star radiowave wormhole fanatic spirituality religion scientist sabotage hamradio aliencontact mechanicalengineering observatory eccentricman radiotelescope jodiefoster matthewmcconaughey jameswoods robertzemeckis"
179,The Interpreter,2 h 8 min,Released: 2005,6.2,"After Silvia Broome, an interpreter at United Nations headquarters, overhears plans of an assassination, an American Secret Service agent is sent to investigate.","after silvia broome, an interpreter at united nations headquarters, overhears plans of an assassination, an american secret service agent is sent to investigate. crime thriller newyork dictator africa destructionofacivilization assassination resistance revenge murder unitednations witnesstomurder fbiagent resistancefighter nicolekidman seanpenn catherinekeener sydneypollack"
76285,Percy Jackson: Sea of Monsters,1 h 46 min,Released: 2013,5.9,"In their quest to confront the ultimate evil, Percy and his friends battle swarms of mythical creatures to find the mythical Golden Fleece and to stop an ancient evil from rising.","in their quest to confront the ultimate evil, percy and his friends battle swarms of mythical creatures to find the mythical golden fleece and to stop an ancient evil from rising. adventure family fantasy poison hermes poseidon demigod goldenfleece olympus 3d kronos overthrowolympus basedonyoungadultnovel loganlerman alexandradaddario douglassmith thorfreudenthal"
291805,Now You See Me 2,2 h 9 min,Released: 2016,6.7,"One year after outwitting the FBI and winning the public’s adulation with their mind-bending spectacles, the Four Horsemen resurface only to find themselves face to face with a new enemy who enlists them to pull off their most dangerous heist yet.","one year after outwitting the fbi and winning the public’s adulation with their mind-bending spectacles, the four horsemen resurface only to find themselves face to face with a new enemy who enlists them to pull off their most dangerous heist yet. action adventure comedy crime mystery thriller londonengland china magic secretsociety vigilante sequel revenge heist ontherun macauchina magician jesseeisenberg woodyharrelson markruffalo jonm.chu"
46195,Rio,1 h 36 min,Released: 2011,6.5,"Captured by smugglers when he was just a hatchling, a macaw named Blu never learned to fly and lives a happily domesticated life in Minnesota with his human friend, Linda. Blu is thought to be the last of his kind, but when word comes that Jewel, a lone female, lives in Rio de Janeiro, Blu and Linda go to meet her. Animal smugglers kidnap Blu and Jewel, but the pair soon escape and begin a perilous adventure back to freedom -- and Linda.","captured by smugglers when he was just a hatchling, a macaw named blu never learned to fly and lives a happily domesticated life in minnesota with his human friend, linda. blu is thought to be the last of his kind, but when word comes that jewel, a lone female, lives in rio de janeiro, blu and linda go to meet her. animal smugglers kidnap blu and jewel, but the pair soon escape and begin a perilous adventure back to freedom -- and linda. animation adventure comedy family brazil pet bird musical canary samba animal duringcreditsstinger rio1 río1 jesseeisenberg annehathaway lesliemann carlossaldanha"
921,Cinderella Man,2 h 24 min,Released: 2005,7.3,"The true story of boxer, Jim Braddock who, in the 1920’s after his retirement, has a surprise comeback in order to get him and his family out of a socially poor state.","the true story of boxer, jim braddock who, in the 1920’s after his retirement, has a surprise comeback in order to get him and his family out of a socially poor state. romance drama history transporter netherlands worldcup sociallydeprivedfamily family'sdailylife boxer boxingmatch comeback training heavyweight folkhero biography daughter defeat sport russellcrowe renéezellweger paulgiamatti ronhoward"
4464,Seabiscuit,2 h 21 min,Released: 2003,6.7,True story of the undersized Depression-era racehorse whose victories lifted not only the spirits of the team behind it but also those of their nation.,true story of the undersized depression-era racehorse whose victories lifted not only the spirits of the team behind it but also those of their nation. drama history horserace americandream racehorse greatdepression jeffbridges davidmccullough chriscooper garyross
9836,Happy Feet,1 h 48 min,Released: 2006,5.9,"Into the world of the Emperor Penguins, who find their soul mates through song, a penguin is born who cannot sing. But he can tap dance something fierce!","into the world of the emperor penguins, who find their soul mates through song, a penguin is born who cannot sing. but he can tap dance something fierce! animation comedy ocean fish zoo penguin tapdancing love crush snow anthropomorphism singing antarctica family duringcreditsstinger elijahwood robinwilliams brittanymurphy georgemiller"
2502,The Bourne Supremacy,1 h 48 min,Released: 2004,7.2,"When a CIA operation to purchase classified Russian documents is blown by a rival agent, who then shows up in the sleepy seaside village where Bourne and Marie have been living. The pair run for their lives and Bourne, who promised retaliation should anyone from his former life attempt contact, is forced to once again take up his life as a trained assassin to survive.","when a cia operation to purchase classified russian documents is blown by a rival agent, who then shows up in the sleepy seaside village where bourne and marie have been living. the pair run for their lives and bourne, who promised retaliation should anyone from his former life attempt contact, is forced to once again take up his life as a trained assassin to survive. action drama thriller berlin assassin basedonnovel amnesia sniper lie sequel suspense ontherun shootout espionage violence footchase carchase explodinghouse thoughguy oneagainstmany railcar darkpast moscow handtohandcombat mattdamon frankapotente briancox paulgreengrass"
161,Ocean's Eleven,1 h 56 min,Released: 2001,7.2,"Less than 24 hours into his parole, charismatic thief Danny Ocean is already rolling out his next plan: In one night, Danny's hand-picked crew of specialists will attempt to steal more than $150 million from three Las Vegas casinos. But to score the cash, Danny risks his chances of reconciling with ex-wife, Tess.","less than 24 hours into his parole, charismatic thief danny ocean is already rolling out his next plan: in one night, danny's hand-picked crew of specialists will attempt to steal more than $150 million from three las vegas casinos. but to score the cash, danny risks his chances of reconciling with ex-wife, tess. thriller crime prison pickpocket stripclub conartist atlanticcity cockneyaccent lasvegas carddealer explosivesexpert blackandwhitescene male saltlakecityutah georgeclooney bradpitt mattdamon stevensoderbergh"
52451,The Three Musketeers,1 h 50 min,Released: 2011,5.6,The hot-headed young D'Artagnan along with three former legendary but now down on their luck Musketeers must unite and defeat a beautiful double agent and her villainous employer from seizing the French throne and engulfing Europe in war.,the hot-headed young d'artagnan along with three former legendary but now down on their luck musketeers must unite and defeat a beautiful double agent and her villainous employer from seizing the french throne and engulfing europe in war. adventure action thriller numberintitle historicalfiction musketeer 17thcentury 3d millajovovich orlandobloom loganlerman paulw.s.anderson
76492,Hotel Transylvania,1 h 31 min,Released: 2012,6.8,"Dracula, who operates a high-end resort away from the human world, goes into overprotective mode when a boy discovers the resort and falls for the count's teen-aged daughter.","dracula, who operates a high-end resort away from the human world, goes into overprotective mode when a boy discovers the resort and falls for the count's teen-aged daughter. animation comedy family fantasy witch magic mummy vampire dracula skeleton backpacker frankenstein wolfman zombie invisibleman duringcreditsstinger  nosferatu protectivefather fangvamp adamsandler stevebuscemi davidspade genndytartakovsky"
4523,Enchanted,1 h 47 min,Released: 2007,6.6,"The beautiful princess Giselle is banished by an evil queen from her magical, musical animated land and finds herself in the gritty reality of the streets of modern-day Manhattan. Shocked by this strange new environment that doesn't operate on a ""happily ever after"" basis, Giselle is now adrift in a chaotic world badly in need of enchantment. But when Giselle begins to fall in love with a charmingly flawed divorce lawyer who has come to her aid - even though she is already promised to a perfect fairy tale prince back home - she has to wonder: Can a storybook view of romance survive in the real world?","the beautiful princess giselle is banished by an evil queen from her magical, musical animated land and finds herself in the gritty reality of the streets of modern-day manhattan. shocked by this strange new environment that doesn't operate on a ""happily ever after"" basis, giselle is now adrift in a chaotic world badly in need of enchantment. but when giselle begins to fall in love with a charmingly flawed divorce lawyer who has come to her aid - even though she is already promised to a perfect fairy tale prince back home - she has to wonder: can a storybook view of romance survive in the real world? comedy family fantasy romance poison queen fairytale musical princess portal animation fantasyworld evilwitch partanimation amyadams patrickdempsey jamesmarsden kevinlima"
59961,Safe House,1 h 55 min,Released: 2012,6.3,"A dangerous CIA renegade resurfaces after a decade on the run. When the safe house he's remanded to is attacked by mercenaries, a rookie operative escapes with him. Now, the unlikely allies must stay alive long enough to uncover who wants them dead.","a dangerous cia renegade resurfaces after a decade on the run. when the safe house he's remanded to is attacked by mercenaries, a rookie operative escapes with him. now, the unlikely allies must stay alive long enough to uncover who wants them dead. action thriller cia violence safehouse rogueagent capetownsouthafrica soccerstadium denzelwashington ryanreynolds verafarmiga danielespinosa"
59108,Tower Heist,1 h 44 min,Released: 2011,5.8,"A luxury condo manager leads a staff of workers to seek payback on the Wall Street swindler who defrauded them. With only days until the billionaire gets away with the perfect crime, the unlikely crew of amateur thieves enlists the help of petty crook Slide to steal the $20 million they’re sure is hidden in the penthouse.","a luxury condo manager leads a staff of workers to seek payback on the wall street swindler who defrauded them. with only days until the billionaire gets away with the perfect crime, the unlikely crew of amateur thieves enlists the help of petty crook slide to steal the $20 million they’re sure is hidden in the penthouse. action comedy skyscraper thanksgiving billionaire parade fbiagent apartment highrise femaleagent ponzischeme emptysafe capercomedy planning safecracker recruiting heistmovie deceit lobby benstiller eddiemurphy caseyaffleck brettratner"
1581,The Holiday,2 h 16 min,Released: 2006,6.7,"Two women, one (Cameron Diaz) from America and one (Kate Winslet) from Britain, swap homes at Christmastime after bad breakups with their boyfriends. Each woman finds romance with a local man (Jude Law, Jack Black) but realizes that the imminent return home may end the relationship.","two women, one (cameron diaz) from america and one (kate winslet) from britain, swap homes at christmastime after bad breakups with their boyfriends. each woman finds romance with a local man (jude law, jack black) but realizes that the imminent return home may end the relationship. comedy romance holiday londonengland filmmaking christmasparty countryhouse roomexchange surrey romanticcomedy losangeles multiplestorylines womandirector christmas camerondiaz katewinslet judelaw nancymeyers"
22897,It's Complicated,2 h 1 min,Released: 2009,6.2,"Ten years after their divorce, Jane and Jake Adler unite for their son's college graduation and unexpectedly end up sleeping together. But Jake is married, and Jane is embarking on a new romance with her architect. Now, she has to sort out her life – just when she thought she had it all figured out.","ten years after their divorce, jane and jake adler unite for their son's college graduation and unexpectedly end up sleeping together. but jake is married, and jane is embarking on a new romance with her architect. now, she has to sort out her life – just when she thought she had it all figured out. comedy romance graduation exhusband womandirector merylstreep alecbaldwin stevemartin nancymeyers"
298,Ocean's Thirteen,2 h 2 min,Released: 2007,6.5,"Danny Ocean's team of criminals are back and composing a plan more personal than ever. When ruthless casino owner Willy Bank doublecrosses Reuben Tishkoff, causing a heart attack, Danny Ocean vows that he and his team will do anything to bring down Willy Bank along with everything he's got. Even if it means asking for help from an enemy.","danny ocean's team of criminals are back and composing a plan more personal than ever. when ruthless casino owner willy bank doublecrosses reuben tishkoff, causing a heart attack, danny ocean vows that he and his team will do anything to bring down willy bank along with everything he's got. even if it means asking for help from an enemy. crime thriller casino thief revenge heist lasvegas pretendingtoberich laborstrike georgeclooney bradpitt mattdamon stevensoderbergh"
7484,Open Season,1 h 23 min,Released: 2006,6.1,"Boog, a domesticated 900lb. Grizzly bear finds himself stranded in the woods 3 days before Open Season. Forced to rely on Elliot, a fast-talking mule deer, the two form an unlikely friendship and must quickly rally other forest animals if they are to form a rag-tag army against the hunters.","boog, a domesticated 900lb. grizzly bear finds himself stranded in the woods 3 days before open season. forced to rely on elliot, a fast-talking mule deer, the two form an unlikely friendship and must quickly rally other forest animals if they are to form a rag-tag army against the hunters. adventure animation family hunter mountains garage grizzlybear bunny chase forest deer bear hunt martinlawrence ashtonkutcher garysinise jillculton"
157350,Divergent,2 h 19 min,Released: 2014,6.9,"In a world divided into factions based on personality types, Tris learns that she's been classified as Divergent and won't fit in. When she discovers a plot to destroy Divergents, Tris and the mysterious Four must find out what makes Divergents dangerous before it's too late.","in a world divided into factions based on personality types, tris learns that she's been classified as divergent and won't fit in. when she discovers a plot to destroy divergents, tris and the mysterious four must find out what makes divergents dangerous before it's too late. adventure action sciencefiction basedonnovel dystopia youth dystopicfuture castesystem divergent basedonyoungadultnovel shailenewoodley theojames katewinslet neilburger"
10159,The Rundown,1 h 44 min,Released: 2003,6.4,"When Travis, the mouthy son of a criminal, disappears in the Amazon in search of a treasured artifact, his father sends in Beck, who becomes Travis's rival for the affections of Mariana, a mysterious Brazilian woman. With his steely disposition, Beck is a man of few words -- but it takes him all the discipline he can muster to work with Travis to nab a tyrant who's after the same treasure.","when travis, the mouthy son of a criminal, disappears in the amazon in search of a treasured artifact, his father sends in beck, who becomes travis's rival for the affections of mariana, a mysterious brazilian woman. with his steely disposition, beck is a man of few words -- but it takes him all the discipline he can muster to work with travis to nab a tyrant who's after the same treasure. adventure action comedy thriller hunter bounty bountyhunter fight amazon treasurehunt jungle dwaynejohnson seannwilliamscott rosariodawson peterberg"
1904,Memoirs of a Geisha,2 h 25 min,Released: 2005,7.3,"A sweeping romantic epic set in Japan in the years before World War II, a penniless Japanese child is torn from her family to work as a maid in a geisha house.","a sweeping romantic epic set in japan in the years before world war ii, a penniless japanese child is torn from her family to work as a maid in a geisha house. drama history romance japan prostitute sistersisterrelationship brothel worldwarii geisha zhangziyi gongli youkikudoh robmarshall"
9615,The Fast and the Furious: Tokyo Drift,1 h 44 min,Released: 2006,6.1,"In order to avoid a jail sentence, Sean Boswell heads to Tokyo to live with his military father. In a low-rent section of the city, Shaun gets caught up in the underground world of drift racing","in order to avoid a jail sentence, sean boswell heads to tokyo to live with his military father. in a low-rent section of the city, shaun gets caught up in the underground world of drift racing action crime drama thriller carrace carjourney carmechanic auto cargarage auto-tuning drifting car automobileracing lucasblack nathaliekelley sungkang justinlin"
51052,Arthur Christmas,1 h 37 min,Released: 2011,6.7,"Each Christmas, Santa and his vast army of highly trained elves produce gifts and distribute them around the world in one night. However, when one of 600 million children to receive a gift from Santa on Christmas Eve is missed, it is deemed ‘acceptable’ to all but one – Arthur. Arthur Claus is Santa’s misfit son who executes an unauthorized rookie mission to get the last present half way around the globe before dawn on Christmas morning.","each christmas, santa and his vast army of highly trained elves produce gifts and distribute them around the world in one night. however, when one of 600 million children to receive a gift from santa on christmas eve is missed, it is deemed ‘acceptable’ to all but one – arthur. arthur claus is santa’s misfit son who executes an unauthorized rookie mission to get the last present half way around the globe before dawn on christmas morning. drama animation family comedy holiday santaclaus duringcreditsstinger womandirector christmas jamesmcavoy hughlaurie billnighy barrycook"
297,Meet Joe Black,2 h 58 min,Released: 1998,6.9,"When the grim reaper comes to collect the soul of megamogul Bill Parrish, he arrives with a proposition: Host him for a ""vacation"" among the living in trade for a few more days of existence. Parrish agrees, and using the pseudonym Joe Black, Death begins taking part in Parrish's daily agenda and falls in love with the man's daughter. Yet when Black's holiday is over, so is Parrish's life.","when the grim reaper comes to collect the soul of megamogul bill parrish, he arrives with a proposition: host him for a ""vacation"" among the living in trade for a few more days of existence. parrish agrees, and using the pseudonym joe black, death begins taking part in parrish's daily agenda and falls in love with the man's daughter. yet when black's holiday is over, so is parrish's life. fantasy drama mystery lifeanddeath loveatfirstsight brokenengagement fireworks religionandsupernatural teenagecrush fate doctor millionaire bradpitt anthonyhopkins claireforlani martinbrest"
