budget,genres,id,keywords,original_language,original_title,popularity,production_countries,release_date,revenue,runtime,spoken_languages,status,title,vote_average,vote_count,movie_id,cast,crew,Profit
40000000,"['Action', 'Comedy', 'Thriller']",2185,['gadfly'],en,Big Trouble,5.201688,['United States of America'],2002-04-05,8493890,85.0,['English'],Released,Big Trouble,6.3,80,2185,"['Tim Allen', 'Rene Russo', 'Patrick Warburton']",['Barry Sonnenfeld'],-31506110
45000000,"['Drama', 'Romance']",6639,"['sex', 'marriage proposal', 'new love', 'colombia', 'letter', 'love letter', 'dying and death', 'ship', 'marriage', 'cholera', 'teacher', 'principal', 'doctor', 'extramarital affair', 'emotions']",en,Love in the Time of Cholera,5.361699,['United States of America'],2007-10-04,4607608,139.0,['English'],Released,Love in the Time of Cholera,6.4,81,6639,"['Javier Bardem', 'Unax Ugalde', 'Benjamin Bratt']",['Mike Newell'],-40392392
45000000,"['Action', 'Thriller']",38153,[],en,Shadow Conspiracy,3.848893,['United States of America'],1997-01-31,2154540,103.0,"['English', 'Magyar']",Released,Shadow Conspiracy,4.0,11,38153,"['Charlie Sheen', 'Donald Sutherland', 'Linda Hamilton']",['George P. Cosmatos'],-42845460
45000000,"['Crime', 'Adventure', 'Action', 'Comedy', 'Thriller']",58233,"['buddhist monk', 'cooking', 'prime minister', 'kitchen', 'secret agent', 'sequel', 'mind control', 'james bond spoof', 'incompetence', 'female boss', 'klutz', 'aftercreditsstinger', 'assassination attempt']",en,Johnny English Reborn,35.6585,"['United Kingdom', 'Hong Kong', 'China']",2011-09-15,160078586,101.0,"['Deutsch', '广州话 / 廣州話', 'English', '普通话', 'Pусский']",Released,Johnny English Reborn,6.0,1007,58233,"['Rowan Atkinson', 'Dominic West', 'Gillian Anderson']",['Oliver Parker'],115078586
65000000,"['Animation', 'Action', 'Comedy', 'Family']",116977,"['supermarket', 'fight', 'product placement', 'computer animation', 'food']",en,Foodfight!,5.258726,['United States of America'],2012-06-15,73706,87.0,['English'],Released,Foodfight!,2.3,28,116977,"['Charlie Sheen', 'Wayne Brady', 'Hilary Duff']",['Lawrence Kasanoff'],-64926294
44500000,"['Drama', 'Thriller']",68734,"['cia', 'wife husband relationship', 'document', 'revolution', 'hiding place', 'canadian', 'press conference', 'biography', 'hanged man', 'american abroad', 'crane', 'subtitled scene', 'movie poster', 'based on article', 'extraction', 'iran hostage crisis', 'sweatshop', 'intelligence agent', 'film studio', 'langley virginia', '1980s']",en,Argo,62.01056,['United States of America'],2012-10-11,232324128,120.0,"['English', 'فارسی']",Released,Argo,7.1,3423,68734,"['Ben Affleck', 'Bryan Cranston', 'Alan Arkin']",['Ben Affleck'],187824128
44000000,"['Adventure', 'Action', 'Thriller', 'Crime', 'Mystery']",5503,"['chicago', 'showdown', 'undercover', 'surgeon', 'death sentence', 'doomed man', 'lethal injection', 'chase', 'remake', 'betrayal', 'on the run', 'train crash', 'escape', 'fugitive', 'based on tv series', 'u.s. marshal', 'doctor', 'explosion', 'home invasion', 'disguise', 'one armed man', 'framed for murder', 'flashback', 'corrupt cop', 'manhunt', 'bus accident', 'storm drain']",en,The Fugitive,54.884297,['United States of America'],1993-08-06,368875760,130.0,['English'],Released,The Fugitive,7.2,1220,5503,"['Harrison Ford', 'Tommy Lee Jones', 'Sela Ward']",['Andrew Davis'],324875760
40000000,['Action'],27573,"['bounty hunter', 'ex-husband ex-wife relationship']",en,The Bounty Hunter,33.747825,['United States of America'],2010-03-16,136000000,110.0,['English'],Released,The Bounty Hunter,5.5,858,27573,"['Gerard Butler', 'Jennifer Aniston', 'Gio Perez']",['Andy Tennant'],96000000
44000000,"['Crime', 'Drama', 'Thriller']",819,"['child abuse', 'sadistic', 'sexual abuse', 'pastor', 'repayment', 'juvenile prison', 'court case', 'pub', 'court', 'juvenile delinquent', 'child']",en,Sleepers,16.245068,['United States of America'],1996-10-18,165615285,147.0,['English'],Released,Sleepers,7.3,715,819,"['Robert De Niro', 'Brad Pitt', 'Kevin Bacon']",['Barry Levinson'],121615285
44000000,"['Action', 'Adventure', 'Thriller', 'War']",1369,"['usa', 'vietnam veteran', 'submachine gun', 'prisoner', 'prisoners of war', 'liberation of prisoners', 'liberation', 'vietnam', 'vietnam war', 'chase', 'machinegun', 'u.s. army', 'forest', 'photography', 'government', 'war', 'revenge', 'soldier', 'agent', 'denunciation']",en,Rambo: First Blood Part II,38.653969,['United States of America'],1985-05-21,300400432,96.0,"['English', 'Tiếng Việt']",Released,Rambo: First Blood Part II,6.3,864,1369,"['Sylvester Stallone', 'Richard Crenna', 'Charles Napier']",['George P. Cosmatos'],256400432
44000000,"['Drama', 'Thriller']",9623,"['jurors', 'blackmail', 'court case', 'son', 'trial', 'courtroom']",en,The Juror,3.937352,['United States of America'],1996-02-02,0,118.0,['English'],Released,The Juror,5.5,89,9623,"['Demi Moore', 'Alec Baldwin', 'Joseph Gordon-Levitt']",['Brian Gibson'],-44000000
2600000,"['Animation', 'Family']",10895,"['italy', 'lie', 'magic', 'fairy', 'pinocchio', 'carnival', 'wish', 'boy', 'nose', 'puppet', 'animation', 'pool', 'conscience', 'jackass', 'figaro', 'sneezing', 'toy comes to life']",en,Pinocchio,46.007991,['United States of America'],1940-02-23,84300000,88.0,['English'],Released,Pinocchio,6.9,1355,10895,"['Mel Blanc', 'Don Brodie', 'Walter Catlett']",['Ben Sharpsteen'],81700000
44000000,"['Action', 'Drama', 'History', 'Western']",10935,"['montana', 'showdown', 'brothel', 'marshal', 'dance', 'immigrant', 'studies', 'idealist']",en,Heaven's Gate,5.380124,['United States of America'],1980-11-19,3484331,219.0,"['English', 'Français', 'Deutsch', 'Polski', 'Pусский']",Released,Heaven's Gate,6.4,55,10935,"['Kris Kristofferson', 'Christopher Walken', 'John Hurt']",['Michael Cimino'],-40515669
50000000,"['Fantasy', 'Action', 'Science Fiction', 'Thriller']",834,"['budapest', 'key', 'vampire', 'light', 'werewolf', 'evolution', 'fang vamp']",en,Underworld: Evolution,49.020045,['United States of America'],2006-01-12,111340801,106.0,"['English', 'Français', 'Magyar']",Released,Underworld: Evolution,6.4,1528,834,"['Kate Beckinsale', 'Scott Speedman', 'Tony Curran']",['Len Wiseman'],61340801
40000000,"['Drama', 'Science Fiction', 'Thriller']",228066,"['london england', 'human experimentation', 'frankenstein', 'reanimated corpse', ""frankenstein's monster"", 'science experiment', '19th century']",en,Victor Frankenstein,24.821138,"['United Kingdom', 'United States of America']",2015-11-10,34227298,109.0,['English'],Released,Victor Frankenstein,5.6,685,228066,"['James McAvoy', 'Daniel Radcliffe', 'Jessica Brown Findlay']",['Paul McGuigan'],-5772702
43000000,['Drama'],711,"['upper class', 'brother brother relationship', 'scotland', 'poetry', 'based on novel', 'mentor', 'becoming an adult', 'professor', 'literature', 'intellectually gifted', 'plagiarism', 'literature competition', 'private school', 'manuscript', 'seclusion', 'pulitzer prize', 'dying and death', 'idol', 'friendship', 'unsociability', 'high school', 'scholarship', 'father figure']",en,Finding Forrester,19.043286,['United States of America'],2000-12-21,80049764,136.0,['English'],Released,Finding Forrester,7.0,302,711,"['Sean Connery', 'Rob Brown', 'F. Murray Abraham']",['Gus Van Sant'],37049764
43000000,"['Comedy', 'Drama']",10468,"['alcoholism', 'urteil', 'car crash', 'wedding', 'withdrawal', 'woman director']",en,28 Days,5.418921,['United States of America'],2000-04-06,0,103.0,['English'],Released,28 Days,6.0,208,10468,"['Sandra Bullock', 'Viggo Mortensen', 'Dominic West']",['Betty Thomas'],-43000000
45000000,"['Action', 'Crime']",10027,"['martial arts', 'hitman', 'serial killer']",en,Unleashed,25.999888,"['France', 'United Kingdom', 'United States of America']",2005-02-02,50871113,103.0,"['English', 'Deutsch', 'Español']",Released,Unleashed,6.6,518,10027,"['Jet Li', 'Morgan Freeman', 'Bob Hoskins']",['Louis Leterrier'],5871113
43000000,"['Romance', 'Comedy']",11812,"['roommate', 'marriage', 'aftercreditsstinger', 'duringcreditsstinger']",en,The Sweetest Thing,18.65632,['United States of America'],2002-04-12,68696770,84.0,['English'],Released,The Sweetest Thing,5.3,280,11812,"['Cameron Diaz', 'Christina Applegate', 'Thomas Jane']",['Roger Kumble'],25696770
42000000,"['Drama', 'Mystery', 'Thriller']",37233,"['fbi', 'law', 'tennessee', 'lawyer', 'law firm', 'bar exam']",en,The Firm,23.736535,['United States of America'],1993-06-30,270248367,154.0,['English'],Released,The Firm,6.6,501,37233,"['Tom Cruise', 'Jeanne Tripplehorn', 'Gene Hackman']",['Sydney Pollack'],228248367
44000000,['Drama'],37950,"['brother brother relationship', 'based on novel', 'sailing', 'ghost', 'young adult']",en,Charlie St. Cloud,21.75433,['United States of America'],2010-05-01,48190704,99.0,['English'],Released,Charlie St. Cloud,6.8,566,37950,"['Zac Efron', 'Amanda Crew', 'Charlie Tahan']",['Burr Steers'],4190704
40000000,"['Action', 'Thriller', 'Crime']",27582,"['poison', 'chicago', 'prostitute', 'martial arts', 'assassin', 'airport', 'cemetery', 'boat', 'hitman', 'chase', 'machinegun', 'cover-up', 'beautiful woman', 'car crash']",en,The Mechanic,44.094856,['United States of America'],2011-01-13,51070807,93.0,['English'],Released,The Mechanic,6.3,1045,27582,"['Jason Statham', 'Ben Foster', 'Donald Sutherland']",['Simon West'],11070807
42000000,"['Action', 'Comedy', 'Crime']",64688,"['male friendship', 'high school', 'parody', 'crude humor', 'based on tv series', 'undercover cop', 'buddy cop', 'buddy comedy', 'duringcreditsstinger']",en,21 Jump Street,62.714026,['United States of America'],2012-03-12,201585328,109.0,['English'],Released,21 Jump Street,6.7,4074,64688,"['Channing Tatum', 'Jonah Hill', 'Brie Larson']",['Phil Lord'],159585328
42000000,"['Romance', 'Comedy', 'Drama']",509,"['london england', 'bookshop', 'birthday', 'new love', 'film maker', 'paparazzi', 'press conference', 'wheelchair', 'bath tub', 'cohabitant', 'friendship', 'fame', 'celebration', 'movie star', 'spectacle']",en,Notting Hill,28.969151,"['United Kingdom', 'United States of America']",1999-05-13,363889678,124.0,"['English', 'Español']",Released,Notting Hill,7.0,1262,509,"['Julia Roberts', 'Hugh Grant', 'Gina McKee']",['Roger Michell'],321889678
45000000,"['Animation', 'Comedy', 'Family']",7443,"['chicken', 'freedom', 'escape', 'chicken farm', 'pie machine']",en,Chicken Run,31.789029,['United Kingdom'],2000-06-21,224834564,84.0,['English'],Released,Chicken Run,6.5,1150,7443,"['Mel Gibson', 'Miranda Richardson', 'Timothy Spall']",['Nick Park'],179834564
42000000,"['Comedy', 'Romance']",5966,"['beach', 'honeymoon', 'bride', 'chance', 'risk', 'relation', 'long island', 'romantic comedy', 'comedy', 'scuba diving', 'unfaithfulness', 'los angeles', 'art gallery', 'dance class', 'opposites attract', 'caribbean', 'commitment', 'dance club', 'neurotic', 'bagpipes', 'chance encounter', 'insurance risk manager']",en,Along Came Polly,33.238296,['United States of America'],2004-01-16,171963386,90.0,['English'],Released,Along Came Polly,5.8,773,5966,"['Ben Stiller', 'Jennifer Aniston', 'Philip Seymour Hoffman']",['John Hamburg'],129963386
40000000,"['Comedy', 'Romance']",11066,"['role of women', 'ladykiller', 'success', ""ladies' man"", 'chefin', 'casanova', 'womanizer']",en,Boomerang,6.420434,['United States of America'],1992-06-30,70100000,117.0,"['Français', 'English']",Released,Boomerang,5.4,134,11066,"['Eddie Murphy', 'Robin Givens', 'Halle Berry']",['Reginald Hudlin'],30100000
43000000,"['Action', 'Comedy', 'Crime']",136795,"['boston', 'fbi', 'buddy comedy']",en,The Heat,37.654688,['United States of America'],2013-06-27,158674180,117.0,"['English', 'Español', 'български език']",Released,The Heat,6.5,1575,136795,"['Sandra Bullock', 'Melissa McCarthy', 'Demián Bichir']",['Paul Feig'],115674180
31115000,"['Drama', 'History', 'Romance']",8095,"['ancient rome', 'historical figure', 'cleopatra', 'julius caesar']",en,Cleopatra,13.244365,"['United Kingdom', 'United States of America', 'Switzerland']",1963-06-12,71000000,248.0,"['English', 'Português']",Released,Cleopatra,6.7,146,8095,"['Elizabeth Taylor', 'Richard Burton', 'Rex Harrison']",['Joseph L. Mankiewicz'],39885000
0,['Comedy'],87826,"['high school teacher', 'prize money', 'physics teacher', 'fighting movie', 'budget cutting']",en,Here Comes the Boom,26.799913,['United States of America'],2012-10-11,73100172,105.0,['English'],Released,Here Comes the Boom,6.0,593,87826,"['Salma Hayek', 'Kevin James', 'Henry Winkler']",['Frank Coraci'],73100172
42000000,"['Drama', 'Mystery', 'Thriller', 'Crime']",11560,"['based on novel', 'witness', 'village', 'court', 'love', 'murder', 'lawyer', 'defense', 'trial', 'justice', 'husband', 'u.s. marine', 'arrested', 'classified']",en,High Crimes,14.046705,['United States of America'],2002-04-03,63781810,115.0,"['English', 'Español']",Released,High Crimes,6.1,184,11560,"['Ashley Judd', 'Morgan Freeman', 'Jim Caviezel']",['Carl Franklin'],21781810
42000000,"['Comedy', 'Drama', 'Romance']",25189,"['sex', 'professor', 'wedding', 'woman director', 'columbia university']",en,The Mirror Has Two Faces,3.844926,['United States of America'],1996-11-15,0,126.0,['English'],Released,The Mirror Has Two Faces,6.5,47,25189,"['Barbra Streisand', 'Jeff Bridges', 'Lauren Bacall']",['Barbra Streisand'],-42000000
32000000,"['Drama', 'Horror', 'Mystery']",2637,"['based on novel', 'small town', 'dream', 'motel', 'hallucination', 'bridge', 'alien life-form', 'warning', 'tumor', 'west virginia', 'urban legend', 'premonition', 'telephone call', 'hospital', 'reporter', 'psychic', 'car wreck', 'death of wife', 'mothman', 'mysterious events', 'chemical plant']",en,The Mothman Prophecies,14.733513,['United States of America'],2002-01-25,55157539,119.0,['English'],Released,The Mothman Prophecies,6.1,305,2637,"['Richard Gere', 'Laura Linney', 'Will Patton']",['Mark Pellington'],23157539
42000000,['Comedy'],18480,"['gay', 'fame', 'mockumentary', 'hollywood', 'lgbt', 'duringcreditsstinger']",en,Brüno,16.122168,['United States of America'],2009-07-08,0,83.0,"['Český', 'English', 'Deutsch']",Released,Brüno,5.4,518,18480,"['Sacha Baron Cohen', 'Richard Bey', 'Ron Paul']",['Larry Charles'],-42000000
32000000,"['Adventure', 'Action', 'Thriller']",709,"['corruption', 'florida', 'secret identity', 'liberation of prisoners', 'drug traffic', 'floatplane', 'transport of prisoners', 'tank car', 'florida keys', 'coast guard', 'airplane', 'british secret service']",en,Licence to Kill,28.22119,"['United Kingdom', 'United States of America']",1989-07-07,156167015,133.0,"['English', 'Español']",Released,Licence to Kill,5.9,541,709,"['Timothy Dalton', 'Carey Lowell', 'Robert Davi']",['John Glen'],124167015
42000000,"['Fantasy', 'Thriller', 'Horror']",49730,"['winter', 'fantasy', 'fairy tale', 'hood', 'werewolf', 'aftercreditsstinger', 'duringcreditsstinger', 'woman director', 'red riding hood']",en,Red Riding Hood,45.151657,"['Canada', 'United States of America']",2011-03-11,89162162,100.0,['English'],Released,Red Riding Hood,5.6,922,49730,"['Amanda Seyfried', 'Gary Oldman', 'Billy Burke']",['Catherine Hardwicke'],47162162
60000000,"['Action', 'Crime', 'Thriller']",2749,"['new york', 'female nudity', 'prison', 'prostitute', 'rape', 'robbery', 'fire', 'detective', 'airport', 'shotgun', 'prisoner', 'ex-detainee', 'attempted murder', 'paranoia', 'russian', 'eastern europe', 'video', 'knife', 'fistfight', 'police', 'thief', 'revenge', 'video camera', 'escape', 'breast', 'dead body', 'lawyer', 'shot to death', 'torture', 'fear', 'new york city', 'urination', 'violence', 'home invasion', 'criminal', 'police detective', 'death', 'drunk', 'nypd', 'news report', 'gun violence', 'graveyard', 'death of boyfriend']",en,15 Minutes,15.205371,"['Germany', 'United States of America']",2001-03-01,56359980,120.0,"['Český', 'English', 'ελληνικά', 'Pусский']",Released,15 Minutes,5.7,191,2749,"['Robert De Niro', 'Charlize Theron', 'Edward Burns']",['John Herzfeld'],-3640020
48000000,"['Adventure', 'Comedy', 'Family', 'Fantasy']",9607,"['saving the world', 'brother brother relationship', 'royalty', 'dinosaur', 'based on video game', 'woman director', 'multiple dimensions']",en,Super Mario Bros.,14.587367,"['United Kingdom', 'United States of America']",1993-05-28,20915465,104.0,['English'],Released,Super Mario Bros.,4.0,232,9607,"['Bob Hoskins', 'John Leguizamo', 'Dennis Hopper']",['Annabel Jankel'],-27084535
42000000,"['Crime', 'Drama', 'Thriller']",1830,"['cold war', 'weapon', 'arms dealer']",en,Lord of War,34.828241,"['France', 'United States of America', 'Germany']",2005-09-16,24127895,122.0,"['العربية', 'Deutsch', 'English', 'Français', 'Pусский', 'Español', 'Український', 'Türkçe']",Released,Lord of War,7.0,1335,1830,"['Nicolas Cage', 'Bridget Moynahan', 'Jared Leto']",['Andrew Niccol'],-17872105
31000000,"['Drama', 'Adventure', 'Action', 'History']",79,"['countryside', 'loss of lover', 'right and justice', 'patriot']",zh,英雄,23.607392,['China'],2002-12-19,177394432,99.0,['普通话'],Released,Hero,7.2,635,79,"['Jet Li', 'Tony Leung Chiu-Wai', 'Maggie Cheung']",['Zhang Yimou'],146394432
40000000,"['Action', 'Comedy', 'Crime']",54054,"['bounty hunter', 'based on novel', 'romance', 'framed', 'bail jumper', 'woman director']",en,One for the Money,19.438503,['United States of America'],2012-01-26,36893721,91.0,['English'],Released,One for the Money,5.3,388,54054,"['Katherine Heigl', ""Jason O'Mara"", 'Daniel Sunjata']",['Julie Anne Robinson'],-3106279
44000000,"['Action', 'Comedy']",228967,"['cia', ""coup d'etat"", 'north korea', 'assassination attempt', 'evil dictator']",en,The Interview,74.168016,['United States of America'],2014-12-25,12342632,112.0,"['한국어/조선말', 'English']",Released,The Interview,6.1,2304,228967,"['James Franco', 'Seth Rogen', 'Lizzy Caplan']",['Seth Rogen'],-31657368
42000000,"['Adventure', 'Fantasy', 'Action', 'Western', 'Thriller']",46528,"['assassin', 'small town', 'forest', 'revenge', 'deception', 'super speed', 'surprise ending']",en,The Warrior's Way,7.349497,"['New Zealand', 'South Korea']",2010-12-02,11087569,100.0,"['English', 'ภาษาไทย']",Released,The Warrior's Way,6.3,136,46528,"['Kate Bosworth', 'Jang Dong-gun', 'Geoffrey Rush']",['Sngmoo Lee'],-30912431
33000000,"['Action', 'Comedy', 'Crime']",27936,"['unemployment', 'contortionist', 'human cannonball']",fr,Micmacs à tire-larigot,7.663515,['France'],2009-10-28,14000000,100.0,['Français'],Released,Micmacs,6.8,148,27936,"['Dany Boon', 'Dominique Pinon', 'André Dussollier']",['Jean-Pierre Jeunet'],-19000000
41000000,['Drama'],65,"['individual', 'street gang', 'adolescence', 'rap music', 'hip-hop', 'rhyme battle', 'trailer park', 'ethnic stereotype', 'single', 'detroit', 'eminem']",en,8 Mile,32.798571,['United States of America'],2002-11-08,215000000,110.0,['English'],Released,8 Mile,6.8,1626,65,"['Eminem', 'Mekhi Phifer', 'Brittany Murphy']",['Curtis Hanson'],174000000
0,"['Adventure', 'Comedy', 'Animation']",280391,"['animation', 'evolution', 'humanity']",fr,Pourquoi j'ai pas mangé mon père,5.794466,['France'],2015-04-08,0,100.0,"['English', 'Français']",Released,Why I Did (Not) Eat My Father,5.3,125,280391,"['Jamel Debbouze', 'Arié Elmaleh', 'Mélissa Theuriau']",['Jamel Debbouze'],0
65000000,"['Adventure', 'Drama', 'Romance', 'Action']",9476,"['poetry', 'knight', 'tournament', 'duel', 'torture', 'writer', 'impostor', 'church', 'game', 'jousting', 'aftercreditsstinger']",en,A Knight's Tale,36.670399,['United States of America'],2001-05-11,117487473,132.0,['English'],Released,A Knight's Tale,6.6,907,9476,"['Heath Ledger', 'Rufus Sewell', 'Shannyn Sossamon']",['Brian Helgeland'],52487473
41000000,"['Thriller', 'Fantasy', 'Action', 'Comedy']",10610,"['detective', 'medallion', 'leather jacket', 'wretch', 'fighter', 'wizardry', 'interpol']",en,The Medallion,14.653718,"['Hong Kong', 'United States of America']",2003-08-15,0,88.0,['English'],Released,The Medallion,5.3,281,10610,"['Jackie Chan', 'Lee Evans', 'Claire Forlani']",['Gordon Chan'],-41000000
40000000,"['Mystery', 'Thriller', 'Drama']",745,"['child abuse', 'sense of guilt', 'loss of child', 'confidence', 'psychology', 'dying and death', 'marriage crisis', 'afterlife', 'single', 'paranormal phenomena', 'cowardliness', 'child', 'spiritism']",en,The Sixth Sense,73.085576,['United States of America'],1999-08-06,672806292,107.0,"['Latin', 'Español', 'English']",Released,The Sixth Sense,7.7,3147,745,"['Bruce Willis', 'Toni Collette', 'Olivia Williams']",['M. Night Shyamalan'],632806292
42000000,"['Action', 'Thriller', 'Crime']",49527,"['deception', 'new york city', 'rooftop', 'diamond heist', 'framed for a crime', 'escaped prisoner', 'negotiator']",en,Man on a Ledge,34.041407,['United States of America'],2012-01-13,46221189,102.0,['English'],Released,Man on a Ledge,6.2,925,49527,"['Sam Worthington', 'Elizabeth Banks', 'Jamie Bell']",['Asger Leth'],4221189
41000000,['Comedy'],73937,"['helicopter', 'based on novel', 'honeymoon', 'airplane', 'birding', 'birdwatching', 'duringcreditsstinger']",en,The Big Year,9.419726,['United States of America'],2011-10-13,7448385,100.0,['English'],Released,The Big Year,5.6,248,73937,"['Owen Wilson', 'Steve Martin', 'Jack Black']",['David Frankel'],-33551615
8000000,['Drama'],1885,"['flat', 'taskmaster', 'karate', 'egg', 'kids and family', 'motorcycle']",en,The Karate Kid,28.456572,['United States of America'],1984-06-22,90815558,126.0,['English'],Released,The Karate Kid,6.9,891,1885,"['Ralph Macchio', 'Pat Morita', 'William Zabka']",['John G. Avildsen'],82815558
40000000,"['Drama', 'Crime']",168672,"['con artist', 'scam', 'mobster', 'fbi agent']",en,American Hustle,49.664128,['United States of America'],2013-12-12,251171807,138.0,['English'],Released,American Hustle,6.8,2807,168672,"['Christian Bale', 'Bradley Cooper', 'Amy Adams']",['David O. Russell'],211171807
40000000,"['Comedy', 'Romance', 'Drama']",18240,"['fictitious marriage', 'deportation', 'immigration law', 'romantic comedy', 'alaska', 'naked scene', 'co-worker', 'humiliation', 'book editor', 'fake boyfriend', 'duringcreditsstinger', 'woman director', 'pretend relationship']",en,The Proposal,36.238968,['United States of America'],2009-06-01,317375031,108.0,['English'],Released,The Proposal,6.7,1804,18240,"['Sandra Bullock', 'Ryan Reynolds', 'Mary Steenburgen']",['Anne Fletcher'],277375031
70000000,"['Crime', 'Drama', 'Mystery', 'Thriller']",10398,"['prison', 'sailboat', 'sailing trip', 'new orleans', ""women's prison"", 'probation', 'murder hunt']",en,Double Jeopardy,19.439386,"['Canada', 'United States of America']",1999-09-24,177841558,105.0,['English'],Released,Double Jeopardy,6.2,278,10398,"['Tommy Lee Jones', 'Ashley Judd', 'Bruce Greenwood']",['Bruce Beresford'],107841558
40000000,"['Adventure', 'Comedy', 'Family', 'Science Fiction']",165,"['skateboarding', 'flying car', 'car race', 'delorean', 'lightning', 'almanac', 'inventor', 'time travel', 'sequel', 'diner', 'alternate history', 'teenager', 'electric guitar', 'walking cane', 'high school dance', 'hoverboard', 'video phone']",en,Back to the Future Part II,43.345252,['United States of America'],1989-11-20,332000000,108.0,['English'],Released,Back to the Future Part II,7.4,3829,165,"['Michael J. Fox', 'Christopher Lloyd', 'Lea Thompson']",['Robert Zemeckis'],292000000
40000000,"['Action', 'Science Fiction']",240832,"['artificial intelligence', 'telepathy', 'intelligence', 'drug mule', 'telekinesis', 'futuristic', 'drug', 'superpower', 'tough girl', 'imax', 'surgery', 'brain capacity', 'synthetic drug', 'human brain']",en,Lucy,115.241998,"['France', 'United States of America']",2014-07-14,126546825,89.0,"['普通话', 'English', 'Français', 'Español', '한국어/조선말']",Released,Lucy,6.3,5878,240832,"['Scarlett Johansson', 'Morgan Freeman', 'Choi Min-sik']",['Luc Besson'],86546825
40000000,"['Drama', 'Romance', 'Thriller']",216015,"['based on novel', 'perversion', 'spanking', 'billionaire', 'bdsm', 'woman director']",en,Fifty Shades of Grey,98.755657,['United States of America'],2015-02-11,571006128,125.0,['English'],Released,Fifty Shades of Grey,5.2,3254,216015,"['Dakota Johnson', 'Jamie Dornan', 'Jennifer Ehle']",['Sam Taylor-Johnson'],531006128
38000000,"['Action', 'Adventure', 'Comedy', 'Family', 'Science Fiction']",12279,"['video game', 'intelligence', 'liberation', 'child hero', 'mission']",en,Spy Kids 3-D: Game Over,21.998734,['United States of America'],2003-07-25,197011982,84.0,['English'],Released,Spy Kids 3-D: Game Over,4.7,511,12279,"['Antonio Banderas', 'Carla Gugino', 'Alexa PenaVega']",['Robert Rodriguez'],159011982
40000000,"['Crime', 'Drama', 'Thriller']",1645,"['ku klux klan', 'rape', 'mississippi', 'jurors', 'blackmail', 'attempted murder', 'forgiveness', 'court', 'shooting', 'murder', 'suspense', 'lawyer', 'trial', 'courtroom', 'racial tension', 'kkk', 'racial issues', 'courtroom drama']",en,A Time to Kill,25.219805,['United States of America'],1996-07-24,152266007,149.0,['English'],Released,A Time to Kill,7.0,509,1645,"['Matthew McConaughey', 'Sandra Bullock', 'Samuel L. Jackson']",['Joel Schumacher'],112266007
40000000,['Comedy'],11007,"['big family', 'new job', 'aspiring actor', 'smart kid']",en,Cheaper by the Dozen,26.516624,['United States of America'],2003-12-24,190212113,98.0,['English'],Released,Cheaper by the Dozen,6.0,699,11007,"['Steve Martin', 'Bonnie Hunt', 'Piper Perabo']",['Shawn Levy'],150212113
40000000,"['Action', 'Drama', 'Thriller', 'War']",193756,"['war', 'survival', 'navy seal', 'military', 'dangerous mission']",en,Lone Survivor,37.084384,['United States of America'],2013-12-24,149295601,121.0,['English'],Released,Lone Survivor,7.4,1526,193756,"['Mark Wahlberg', 'Taylor Kitsch', 'Emile Hirsch']",['Peter Berg'],109295601
40000000,['Comedy'],11287,"['baseball', 'world war ii', 'sport', 'baseball player', 'female athlete', 'home front', 'woman director', '1940s']",en,A League of Their Own,21.661028,['United States of America'],1992-07-01,107458785,128.0,['English'],Released,A League of Their Own,6.7,354,11287,"['Tom Hanks', 'Geena Davis', 'Madonna']",['Penny Marshall'],67458785
40000000,['Horror'],259693,"['london england', 'england', '1970s', 'spirit', 'single mother', 'demon', 'paranormal investigation', 'demonic possession', 'valak', 'annabelle']",en,The Conjuring 2,68.794673,"['Canada', 'United States of America']",2016-05-13,320170008,134.0,['English'],Released,The Conjuring 2,7.0,1949,259693,"['Patrick Wilson', 'Vera Farmiga', 'Madison Wolfe']",['James Wan'],280170008
40000000,['Drama'],37799,"['hacker', 'hacking', 'creator', 'frat party', 'social network', 'deposition', 'intellectual property', 'entrepreneur', 'arrogance', 'young entrepreneur', 'facebook']",en,The Social Network,69.27822,['United States of America'],2010-09-30,224920315,120.0,['English'],Released,The Social Network,7.1,3391,37799,"['Jesse Eisenberg', 'Andrew Garfield', 'Justin Timberlake']",['David Fincher'],184920315
40000000,"['Comedy', 'Romance', 'Drama']",10184,"['relationship', 'ensemble cast', 'duringcreditsstinger']",en,He's Just Not That Into You,26.253357,"['Netherlands', 'United States of America', 'Germany']",2009-02-06,177259441,129.0,['English'],Released,He's Just Not That Into You,6.2,959,10184,"['Ben Affleck', 'Jennifer Aniston', 'Drew Barrymore']",['Ken Kwapis'],137259441
45000000,['Comedy'],4257,"['haunted house', 'alien life-form', 'riesen-ipod']",en,Scary Movie 4,32.549282,['United States of America'],2006-04-13,178262620,83.0,['English'],Released,Scary Movie 4,5.3,750,4257,"['Anna Faris', 'Regina Hall', 'Craig Bierko']",['David Zucker'],133262620
40000000,"['Horror', 'Mystery']",4234,"['mask', 'metal detector', 'film director', 'ex-cop', 'reporter', 'slasher', 'scream', 'series of murders']",en,Scream 3,24.992057,['United States of America'],2000-02-03,161834276,116.0,['English'],Released,Scream 3,5.7,736,4234,"['David Arquette', 'Neve Campbell', 'Courteney Cox']",['Wes Craven'],121834276
